AccusedRef,AccusedSystemId,AccusedID,FirstName,LastName,M_Firstname,M_Surname,Alias,Patronymic,DesTitle,Sex,Age,Age_estcareer,Age_estchild,Res_settlement,Res_parish,Res_presbytery,Res_county,Res_burgh,Res_NGR_Letters,Res_NGR_Easting,Res_NGR_Northing,Ethnic_origin,MaritalStatus,SocioecStatus,Occupation,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"A_JO_2974","JO",2974,"Janet","Douglas","Janet","Douglas",,,,"Female",,0,0,,,"Aberdeen","Aberdeen",,,,,,,,,,"jhm","07_18_02_17:31:00","jhm","07_18_02_17:37:20"
"A_JO_2975","JO",2975,"Agnes","Imelie","Agnes","Imlay",,,,"Female",,0,0,,,"Aberdeen","Aberdeen",,,,,,,,,,"jhm","07_18_02_17:35:08","LEM","10_30_02_16:29:53"
"A_JO_2976","JO",2976,"Katherine","Elshenour","Katherine","Elshener",,,,"Female",,0,0,,,"Aberdeen","Aberdeen",,,,,,,,,,"jhm","07_18_02_17:38:20","LEM","10_30_02_16:27:30"
"A_JO_2977","JO",2977,"Unknown","Gray","Unknown","Gray",,,,"Female",,0,0,"Findlater",,"Aberdeen","Aberdeen",,,,,,,,,,"jhm","07_18_02_17:51:16","LEM","10_30_02_16:26:17"
"A_JO_2996","JO",2996,"George","Milton","George","Milton",,,,"Male",,0,0,"Sammuelston","P_JO_3539","Haddington","Haddington",,,,,,,,,"Name_spelt_Milnetown_in_APS","jhm","07_22_02_11:20:30","LEM","09_17_02_10:27:04"
"A_JO_2997","JO",2997,"Aleson","Berrie","Alison","Berry",,,,"Female",,0,0,,"P_JO_3539","Haddington","Haddington",,,,,,,,,,"jhm","07_22_02_11:24:41","LEM","10_30_02_16:24:58"
"A_JO_2998","JO",2998,"Issabell","Gilpatrick","Isobel","Kilpatrick",,,,"Female",,0,0,,"P_ST_1009","Kelso","Roxburgh",,,,,,,,,,"jhm","07_22_02_14:25:41","LEM","10_30_02_16:23:21"
"A_JO_2999","JO",2999,"Grissall","Tod","Griselda","Todd",,,,"Female",,0,0,,"P_ST_1009","Kelso","Roxburgh",,,,,,,,,,"jhm","07_22_02_14:30:55","LEM","10_30_02_16:22:13"
"A_JO_3000","JO",3000,"Agnes","Donaldson","Agnes","Donaldson",,,,"Female",,0,0,,"P_ST_1009","Kelso","Roxburgh",,,,,,,,,,"jhm","07_22_02_14:35:27","jhm","07_22_02_14:35:55"
"A_JO_3001","JO",3001,"Agnes","Hutsone","Agnes","Hudson",,,,"Female",,0,0,"Maxwellheugh","P_ST_1009","Kelso","Roxburgh",,,,,,"Married",,,,"jhm","07_22_02_14:38:51","LEM","10_30_02_15:44:07"
"A_JO_3002","JO",3002,"Bessie","Mostcrope","Elizabeth","Moscrop",,,,"Female",,0,0,,"P_ST_1009","Kelso","Roxburgh",,,,,,,,,,"jhm","07_22_02_14:44:55","LEM","10_30_02_15:42:53"
"A_JO_3003","JO",3003,"Wife_of_James","Bissett","Wife_of_James","Bisset",,,,"Female",,0,0,,"P_ST_1009","Kelso","Roxburgh",,,,,,"Married",,,,"jhm","07_22_02_14:47:41","LEM","10_30_02_15:41:27"
"A_JO_3004","JO",3004,"Issabell","Symme","Isobel","Syme",,,,"Female",,0,0,,"P_ST_1009","Kelso","Roxburgh",,,,,,,,,,"jhm","07_22_02_14:50:56","jhm","12_06_02_12:49:48"
"A_JO_3005","JO",3005,"Wife_of_John","Burbar","Wife_of_John","Burbar",,,,"Female",,0,0,,"P_ST_1009","Kelso","Roxburgh",,,,,,"Married",,,,"jhm","07_22_02_14:53:42","jhm","07_22_02_14:54:14"
"A_JO_3006","JO",3006,"Marion","Steill","Marion","Steel",,,,"Female",,0,0,"Maxwellheugh","P_ST_1009","Kelso","Roxburgh",,,,,,,,,,"jhm","07_22_02_15:00:09","jhm","07_22_02_15:03:10"
"A_JO_3007","JO",3007,"Margaret","Huttoun","Margaret","Hutton",,,,"Female",,0,0,,"P_ST_1009","Kelso","Roxburgh",,,,,,,,,,"jhm","07_22_02_15:06:35","LEM","10_30_02_15:27:24"
"A_JO_3008","JO",3008,"Jeane","Gibeson","Jean","Gibson",,,,"Female",,0,0,"Niddry","P_ST_391","Edinburgh","Edinburgh",,,,,,,"Middling",,,"jhm","07_23_02_13:27:23","jhm","11_11_02_12:24:53"
"A_JO_3009","JO",3009,"Helen","Conker","Helen","Conker",,,,"Female",,0,0,,"P_ST_967","Dalkeith","Edinburgh",,,,,,,,,"Unable_to_modernise_the_last_name.","jhm","07_23_02_16:10:20","LEM","10_30_02_15:04:40"
"A_JO_3010","JO",3010,"Geills","Chartes","Gillian","Charters",,,,"Female",,0,0,,"P_ST_1274","Dalkeith","Edinburgh",,,,,,,,,,"jhm","07_24_02_10:49:55","LEM","10_30_02_15:02:51"
"A_JO_3011","JO",3011,"Margaret","Litle","Margaret","Little",,,,"Female",,0,0,,"P_ST_1274","Dalkeith","Edinburgh",,,,,,,,,,"jhm","07_24_02_11:02:43","jhm","07_24_02_11:03:08"
"A_JO_3012","JO",3012,"Jonnet","Fargrieve","Janet","Fairgrieve",,,,"Female",,0,0,,"P_ST_1274","Dalkeith","Edinburgh",,,,,,,,,,"jhm","07_24_02_11:08:32","jhm","07_24_02_11:09:07"
"A_JO_3013","JO",3013,"Jennet","Wilson","Janet","Wilson",,,,"Female",,0,0,,"P_ST_1274","Dalkeith","Edinburgh",,,,,,,,,,"jhm","07_24_02_11:17:59","jhm","07_24_02_11:18:38"
"A_JO_3014","JO",3014,"Jennet","Watt","Janet","Watt",,,,"Female",,0,0,,"P_ST_1274","Dalkeith","Edinburgh",,,,,,,,,,"jhm","07_24_02_12:03:24","jhm","07_24_02_12:04:12"
"A_JO_3015","JO",3015,"Agnes","Nevie","Agnes","Niven",,,,"Female",,0,0,"Tillykirie",,,"Aberdeen",,,,,,"Married",,,,"jhm","07_25_02_12:51:55","jhm","07_25_02_12:55:05"
"A_JO_3016","JO",3016,"Unknown","Graycoat","Unknown","Graycoat","Graycoat",,,,,0,0,,,"Caithness","Caithness",,,,,,,,,"Not_sure_if_this_is_an_alias_or_name,_but_no__first_name_recorded._Graycoat_may_not_have_been_from_Thurso_as_KS_gives_no_indication_of_disciplining_her,_just_that_Graycoat_was_suspect_of_witchcraft.","jhm","07_26_02_09:38:15","LEM","10_30_02_14:27:29"
"A_JO_3017","JO",3017,"Marion","Patersone","Marion","Paterson",,,,"Female",,0,0,"Mains_of_Cousland","P_ST_1277","Haddington","Haddington",,,,,,,,,,"jhm","07_26_02_11:42:20","LEM","10_30_02_14:27:04"
"A_JO_3018","JO",3018,"Elspet","Stith","Elizabeth","Stith",,,,"Female",,0,0,,"P_ST_523","Cupar","Fife",,,,,,,,,"Name_might_be_Seith.","jhm","08_01_02_13:22:02","LEM","12_05_02_12:59:55"
"A_JO_3019","JO",3019,"Margery","Winster","Marjory","Winster",,,,"Female",,0,0,,"P_ST_630","Cupar","Fife","Cupar","NT",366,157,,,,,"Unable_to_modernise_the_surname.","jhm","08_01_02_14:23:06","LEM","10_30_02_14:25:32"
"A_JO_3020","JO",3020,"Bessie","Wanton","Elizabeth","Wanton",,,,"Female",,0,0,,"P_ST_418","Cupar","Fife",,,,,,"Married","Middling",,"She_may_have_been_from_Abdie_or_Ceres._The_presby_records_are_not_clear._Her_victim_appears_to_have_worked_in_her_house_at_one_time_so_socioeconomic_status_has_been_estimated_at_middling.","jhm","08_01_02_15:40:20","LEM","10_30_02_14:10:30"
"A_JO_3072","JO",3072,"Heleen","Gibesone","Helen","Gibson",,,,"Female",,0,0,"Saltpreston","P_ST_1359","Haddington","Haddington",,,,,,,,,"Saltpreston_is_Prestonpans_parish","jhm","08_09_02_12:25:58","jhm","08_09_02_12:28:46"
"A_JO_3074","JO",3074,"Barbara","Scot","Barbara","Scott",,,,"Female",,0,0,"Rottinraw","P_JO_3539","Haddington","Haddington",,,,,,,,,,"jhm","08_20_02_15:57:00","LEM","10_30_02_14:08:48"
"A_LA_2554","LA",2554,"Marioun","Quhite","Marion","White",,,,"Female",,0,0,"Stradoun",,"Aberdeen","Aberdeen","Aberdeen",,,,,,,,,"LEM","05_30_01_16:02:48","LEM","10_29_02_11:22:06"
"A_LA_2555","LA",2555,"Elspet","Herald","Elizabeth","Herald",,,,"Female",,0,0,"Birkinbad",,"Aberdeen","Aberdeen","Aberdeen",,,,,,,,,"LEM","05_30_01_16:04:11","LEM","10_29_02_11:19:12"
"A_LA_2556","LA",2556,"Margaret","Turnour","Margaret","Turner",,,,"Female",,0,0,"Tulliowne",,"Aberdeen","Aberdeen","Aberdeen",,,,,"Married",,,,"LEM","05_30_01_16:06:05","LEM","10_29_02_11:13:35"
"A_LA_2557","LA",2557,"Helene","Unknown","Helen","Unknown",,,,"Female",,0,0,,"P_ST_437","Kincardine_O'Neil","Aberdeen","Aberdeen",,,,,,,,,"LEM","05_30_01_16:07:11","LEM","10_29_02_11:09:31"
"A_LA_2558","LA",2558,"Mother_of_Christiane","Grahame","Mother_of_Christine","Graham",,,,"Female",50,0,0,"Menteith",,,,,,,,,,,,"Daughter_was_an_accused_witch.__The_unknown_witch_most_likely_did_not_have_the_last_name_of_Grahame.","LEM","06_07_01_15:59:23","LEM","10_29_02_12:40:26"
"A_LA_2559","LA",2559,"Katherine","Knox","Katherine","Knox",,,,"Female",,0,0,,,,"Haddington",,,,,,,,,"Her_name_was_fed_to_Hammilton_during_his_investigation_as_a_known_witch_he_should_denounce.__She_was_already_dead_(of_natural_causes)_when_he_denounced_her.","LEM","06_13_01_10:14:55","LEM","06_13_01_10:15:58"
"A_LA_2585","LA",2585,"Cristiane","Wilsoune","Christine","Wilson",,,,"Female",,0,0,,"P_ST_804","Chirnside","Berwick",,,,,,,,,,"LEM","06_18_01_10:32:52","LEM","10_29_02_10:42:52"
"A_LA_2586","LA",2586,"Margaret","Anderson","Margaret","Anderson","Deiff_Meg",,,"Female",,0,0,,,,"Berwick",,,,,,,,,,"LEM","06_18_01_10:45:14","LEM","06_18_01_10:45:53"
"A_LA_2587","LA",2587,"Margaret","Suthirlan","Margaret","Sutherland",,,,"Female",,0,0,"Kilterne",,,"Ross",,,,,,"Married","Middling",,"Husband_a_portioner.","LEM","06_20_01_12:12:47","LEM","06_20_01_12:14:34"
"A_LA_2588","LA",2588,"Bessie","Innes","Elizabeth","Innes",,,,"Female",,0,0,"Swardill",,,"Ross",,,,,,"Married",,,,"LEM","06_20_01_12:18:29","LEM","10_29_02_10:39:38"
"A_LA_2589","LA",2589,"Margaret","Ros","Margaret","Ross",,,,"Female",,0,0,"Caull",,,"Ross",,,,,,"Married",,,,"LEM","06_20_01_12:22:01","LEM","06_20_01_12:23:12"
"A_LA_2590","LA",2590,"Margaret","Mowat","Margaret","Mowat",,,,"Female",,0,0,,,,"Ross",,,,,,,,,,"LEM","06_20_01_12:25:06","LEM","06_20_01_12:25:34"
"A_LA_2591","LA",2591,"John","Boiswell","John","Boswell",,,,"Male",,0,0,,"P_ST_480","Ayr","Ayr",,,,,,,,,,"LEM","06_20_01_12:59:39","LEM","10_29_02_10:37:37"
"A_LA_2592","LA",2592,"Unknown","Nesbitt","Unknown","Nisbet",,,,"Male",,0,0,,,,,,,,,,,"Lower",,"He_is_a_servant_to_the_servitor_of_Francis,_Earl_of_Bothwell","LEM","06_20_01_13:22:06","jhm","12_06_02_12:27:12"
"A_LA_2651","LA",2651,"David","Roy","David","Roy",,,,"Male",,0,0,,,"Perth","Perth",,,,,,,"Lower","Cook","Cook_to_Colene_Eviot_of_Balhousie","LEM","06_25_01_12:15:26","LEM","06_25_01_12:34:23"
"A_LA_3160","LA",3160,"Margaret","Ferguson","Margaret","Ferguson",,,,"Female",,0,0,,"P_ST_1010","Penpoint","Dumfries",,,,,,,,,,"LEM","09_09_02_10:53:43","LEM","09_09_02_10:57:36"
"A_LA_3161","LA",3161,"Agnes_Nein_Donnald","Kir","Agnes","Ker",,"Nein",,"Female",,0,0,,,,"Elgin",,,,,,,,,"The_original_reference_had_this_person_listed_as_being_from_Moray.__Moray_was_both_a_very_large_region_and_a_county.__The_county_was_the_same_as_Elgin.__Therefore_unless_we_have_other_indications_of_the_suspect_being_from_a_specific_county_other_than_Elgin,_we_have_changed_'Moray'_to_'Elgin'.","LEM","09_09_02_10:58:32","LEM","12_05_02_12:38:44"
"A_LA_3162","LA",3162,"Alesoun","Ore","Alison","Orr",,,,"Female",,0,0,,"P_ST_971","Greenock","Renfrew",,,,,,,,,,"LEM","09_09_02_11:02:08","LEM","10_07_02_11:01:02"
"A_LA_3163","LA",3163,"Annie","Bayne","Anne","Bane",,,,"Female",,0,0,"Halladale",,,"Caithness",,,,,,,,,,"LEM","09_09_02_11:12:21","LEM","10_07_02_10:59:23"
"A_LA_3164","LA",3164,"Donald","McCheaniche","Donald","MacChananaich",,,,"Female",,0,0,"Strathie",,"Caithness","Caithness",,,,,,,,,,"LEM","09_09_02_11:27:20","LEM","10_07_02_10:58:15"
"A_LA_3165","LA",3165,"Breadoche","Oiseathe",,,,,,"Female",,0,0,,,"Caithness","Caithness",,,,,,,,,"No_modern_names.","LEM","09_09_02_11:31:24","LEM","10_07_02_10:55:40"
"A_LA_3166","LA",3166,"William","Thornar","William",,,,,"Female",,0,0,,,"Caithness","Caithness",,,,,,"Married",,,"Wife_also_accused.__No_modern_last_name.","LEM","09_09_02_11:34:13","LEM","10_07_02_10:55:46"
"A_LA_3167","LA",3167,"Marie_Neill","Mcconneill","Mary","MacConnal",,,,"Female",,0,0,,,"Caithness","Caithness",,,,,,"Married",,,"her_husband_was_also_accused.","LEM","09_09_02_11:37:02","LEM","12_05_02_12:29:27"
"A_LA_3168","LA",3168,"Marie","Patersone","Mary","Paterson",,,,"Female",,0,0,,"P_ST_703","Dunbar","Haddington",,"NT",670,780,,"Married","Middling",,"husband_a_cordiner","LEM","09_09_02_11:43:07","LEM","10_07_02_10:51:12"
"A_LA_3169","LA",3169,"Margaret","Lyell","Margaret","Lyle",,,,"Female",,0,0,,,"Dunbar","Haddington",,,,,,"Married","Middling",,"Husband_a_wright","LEM","09_09_02_11:44:19","LEM","10_07_02_10:50:17"
"A_LA_3170","LA",3170,"Erschin","Carfra",,"Carfrae",,,,"Female",,0,0,,,"Dunbar","Haddington",,,,,,,,,"No_modern_first_name","LEM","09_09_02_11:45:28","LEM","10_07_02_10:49:21"
"A_LA_3171","LA",3171,"Patrick","Dyet","Patrick","Dyat",,,,"Male",,0,0,,,"Dunbar","Haddington",,,,,,"Married",,,"wife_also_accused","LEM","09_09_02_11:46:19","LEM","10_07_02_10:47:57"
"A_LA_3172","LA",3172,"Margaret","Duddingston","Margaret","Duddingston",,,,"Female",,0,0,,,"Dunbar","Haddington",,,,,,"Married",,,"Husband_also_accused","LEM","09_09_02_11:47:00","LEM","09_09_02_11:47:36"
"A_LA_3173","LA",3173,"Agnes","Bathcut","Agnes","Bathgate",,,,"Female",,0,0,,,"Dunbar","Haddington",,,,,,,,,,"LEM","09_09_02_11:48:20","LEM","10_07_02_10:45:34"
"A_LA_3174","LA",3174,"John","Rae","John","Rae",,,,"Male",,0,0,,,"Dumfries","Dumfries",,,,,,,,,"could_be_the_same_person_as_John_Ray,__c_egd_1218.","LEM","09_09_02_11:58:47","LEM","09_17_02_15:24:02"
"A_LA_3175","LA",3175,"Margaret","Dow","Margaret","Dow",,,,"Female",,0,0,"Cultragie",,"Dingwall","Ross",,,,,,,,,,"LEM","09_09_02_12:05:27","LEM","09_09_02_12:07:03"
"A_LA_3176","LA",3176,"Magdalen","Horn","Magdalene","Horn",,,,"Female",,0,0,,"P_ST_1508","Caithness","Caithness",,,,,,"Married",,,"her_husband_an_indweller","LEM","09_09_02_12:11:00","LEM","10_07_02_10:41:24"
"A_LA_3177","LA",3177,"Jonet","McCubine","Janet","MacCubbin",,,,"Female",,0,0,,"P_ST_897","Penpoint","Dumfries",,,,,,,,,,"LEM","09_09_02_12:16:09","LEM","10_07_02_10:39:52"
"A_LA_3178","LA",3178,"Jonet","Jack","Janet","Jack",,,,"Female",,0,0,,,"Banff","Banff",,,,,,,,,,"LEM","09_09_02_12:25:44","LEM","10_07_02_10:38:44"
"A_LA_3179","LA",3179,"Margaret","Livie","Margaret",,,,,"Female",,0,0,,,"Banff","Banff",,,,,,,,,"No_modernisation_for_her_last_name.","LEM","09_09_02_12:26:58","LEM","10_07_02_10:56:10"
"A_LA_3180","LA",3180,"Margaret","Ros","Margaret","Ross",,,,"Female",,0,0,,,,,,,,,,,,,"don't_know_where_she_is_from,_only_that_she_is_from_the_North!","LEM","09_09_02_12:29:12","LEM","10_07_02_10:34:39"
"A_LA_3181","LA",3181,"Donald_McAndro","Moir","Donald","Muir",,,,"Male",,0,0,,,,"Elgin",,,,,,,"Middling","Weaver",,"LEM","09_09_02_12:32:06","LEM","12_05_02_14:26:47"
"A_LA_3182","LA",3182,"John","Crods","John",,,,,"Male",,0,0,,,"Duns","Berwick",,,,,,,,,"No_modern_spelling_for_his_last_name.","LEM","09_09_02_12:36:06","LEM","10_07_02_10:56:19"
"A_LA_3183","LA",3183,"Margaret","Stewart","Margaret","Stewart",,,,"Female",,0,0,,,"Edinburgh","Edinburgh",,,,,,"Widowed",,,"a_cramer?","LEM","09_10_02_12:36:51","LEM","09_10_02_12:37:51"
"A_LA_3184","LA",3184,"Helen","Pennant","Helen","Pennant",,,,"Female",,0,0,,,"Edinburgh","Edinburgh","Edinburgh",,,,,,,,"Not_sure_where_she_is_from,_but_most_likely_from_Edinburgh_because_she_was_found_in_Edinburgh_city_records.","LEM","09_10_02_15:05:03","LEM","10_07_02_10:29:12"
"A_LA_3185","LA",3185,"John","?Rinh","John",,,,,"Male",,0,0,,,"Edinburgh","Edinburgh","Edinburgh",,,,,,,,"He_was_probably_from_Edinburgh_because_listed_in_the_town_treasurer's_account.","LEM","09_10_02_15:18:48","LEM","10_07_02_10:26:38"
"A_LA_3207","LA",3207,"Agnis","Quhytelaw","Agnes","Whitelaw",,,,"Female",,0,0,,,,"Forfar",,,,,,"Married","Middling",,"Her_husband_was_described_as_being_'of_Cany',_means_that_they_had_some_standing,_so_they_were_at_least_middling_and_possibly_higher.","LEM","11_08_02_12:13:26","LEM","11_08_02_12:18:37"
"A_LA_3208","LA",3208,"Elizabeth","Hunter","Elizabeth","Hunter",,,,"Female",,0,0,,"P_ST_460","Arbroath","Forfar","Arbroath",,,,,"Married","Middling",,"Husband_was_a_burgess","LEM","11_08_02_12:24:34","LEM","11_08_02_12:25:37"
"A_LA_2652","LA",2652,"Margaret","Kent","Margaret","Kent",,,,"Female",,0,0,,"P_ST_962","Dunfermline","Fife","Inverkeithing","NT",130,829,,,,,,"LEM","06_27_01_11:45:38","LEM","10_29_02_10:21:52"
"A_LA_2653","LA",2653,"Jonet","Thomson","Janet","Thomson",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_27_01_12:32:57","jhm","12_06_02_12:44:21"
"A_LA_2654","LA",2654,"Agnes","Johnston","Agnes","Johnston",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_09:34:36","LEM","06_28_01_09:35:01"
"A_LA_2655","LA",2655,"William","King","William","King",,,,"Male",,0,0,"Musselburgh","P_ST_967","Dalkeith","Edinburgh",,,,,,,,,,"LEM","06_28_01_09:52:25","jhm","11_13_02_14:08:57"
"A_LA_2656","LA",2656,"Katherine","Legget","Katherine","Legat",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_14:17:26","LEM","10_29_02_10:16:12"
"A_LA_2657","LA",2657,"Margaret","Scot","Margaret","Scott",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_14:21:55","jhm","12_06_02_12:20:05"
"A_LA_2658","LA",2658,"Janet","Luny","Janet","Luney",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_14:27:20","LEM","10_29_02_10:14:32"
"A_LA_2659","LA",2659,"Jonet","Buchanan","Janet","Buchanan",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_14:30:29","LEM","10_29_02_10:13:43"
"A_LA_2660","LA",2660,"Bessie","Stewart","Elizabeth","Stewart",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_14:34:33","LEM","10_29_02_10:13:03"
"A_LA_2661","LA",2661,"Sara","Young","Sarah","Young",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_14:36:37","LEM","10_29_02_10:11:53"
"A_LA_2662","LA",2662,"Jonet","Bell","Janet","Bell",,,,"Female",,0,0,,,,,,,,,,,,,"mentioned_by_someone_from_Edinburghshire.","LEM","06_28_01_14:38:16","LEM","12_05_02_12:34:24"
"A_LA_2663","LA",2663,"Issobell","Burnie","Isobel","Burne",,,,"Female",,0,0,"Sunniesyd","P_ST_391","Edinburgh","Edinburgh",,,,,,"Widowed",,,,"LEM","06_28_01_14:41:12","LEM","10_29_02_10:10:07"
"A_LA_2664","LA",2664,"Issobell","Cauldwell","Isobel","Cauldwell",,,,"Female",,0,0,"Sunniesyd","P_ST_391","Edinburgh","Edinburgh",,,,,,,,,,"LEM","06_28_01_14:43:21","LEM","10_29_02_10:08:45"
"A_LA_2665","LA",2665,"Walter","Cowan","Walter","Cowan",,,,"Male",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_14:48:14","LEM","06_28_01_14:48:29"
"A_LA_2666","LA",2666,"Margaret","Daillis","Margaret","Dallas",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_14:53:10","LEM","10_29_02_10:07:52"
"A_LA_2667","LA",2667,"Margaret","Bell","Margaret","Bell",,,,"Female",,0,0,,,,,,,,,,,,,"mentioned_by_someone_from_Musselburgh,_so_possibly_from_that_area.","LEM","06_28_01_15:01:47","LEM","10_29_02_10:06:14"
"A_LA_2668","LA",2668,"Agnes","Andersoun","Agnes","Anderson",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_15:04:45","LEM","10_29_02_10:05:37"
"A_LA_2669","LA",2669,"Margaret","Barbor","Margaret","Barber",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_15:07:01","LEM","10_29_02_10:05:01"
"A_LA_2670","LA",2670,"Margaret","Veitch","Margaret","Veitch",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","06_28_01_15:11:02","LEM","06_28_01_15:11:12"
"A_LA_2671","LA",2671,"Bernard","Brown","Bernard","Brown",,,,"Male",,0,0,,"P_JO_3540","Dalkeith","Edinburgh",,,,,,,,,"few_details","LEM","06_29_01_10:03:54","jhm","07_09_01_12:29:20"
"A_LA_2672","LA",2672,"Jonnet","Hislop","Janet","Hislop",,,,"Female",,0,0,,"P_JO_3540","Dalkeith","Edinburgh",,,,,,,,,,"LEM","06_29_01_10:07:17","LEM","10_29_02_10:01:58"
"A_LA_2673","LA",2673,"Adam","Poluck","Adam","Polock",,,,"Male",,0,0,,,,,,,,,,,,,,"LEM","06_29_01_10:13:29","LEM","06_29_01_10:13:44"
"A_LA_2674","LA",2674,"Jannet","Meikleson","Janet","Michelson",,,,"Female",,0,0,,,"Dalkeith","Edinburgh",,,,,,,,,,"LEM","06_29_01_11:58:24","LEM","10_29_02_10:00:58"
"A_LA_2675","LA",2675,"John","McMillan","John","MacMillan",,,,"Male",,0,0,,,"Dalkeith","Edinburgh",,,,,,,,,"mentioned_in_the_Newbattle_KS_but_does_not_appear_to_have_been_from_there.","LEM","06_29_01_12:26:22","LEM","10_29_02_09:56:21"
"A_LA_2676","LA",2676,"Janet","Grahame","Janet","Graham",,,,"Female",,0,0,,,"Dalkeith","Edinburgh",,,,,,,,,,"LEM","06_29_01_13:33:28","LEM","06_29_01_13:35:20"
"A_LA_2677","LA",2677,"Agnes","Bartill","Agnes","Bartill",,,,"Female",,0,0,,,,"Edinburgh",,,,,,"Married",,,,"LEM","07_02_01_12:29:00","jhm","07_10_01_13:55:42"
"A_LA_2678","LA",2678,"John","Scot","John","Scott",,,,"Male",,0,0,,"P_ST_773","Edinburgh","Edinburgh",,,,,,"Married",,,"few_details","LEM","07_02_01_12:31:13","jhm","12_06_02_12:20:26"
"A_LA_2679","LA",2679,"Margaret","Hart","Margaret","Hart",,,,"Female",,0,0,,,,"Edinburgh",,,,,,"Married",,,"Not_sure_where_she_was_from.__She_was_noted_as_having_been_named_by_Sara_Ramage_so_she_may_have_been_from_Linlithgow_area_although_witnesses_to_her_confession_were_from_Duddingston","LEM","07_02_01_12:33:02","LEM","10_28_02_12:33:59"
"A_LA_2680","LA",2680,"Margaret","Grintoun","Margaret","Grinton",,,,"Female",,0,0,"Gilmerton","P_ST_1136","Edinburgh","Edinburgh",,,,,,,,,,"LEM","07_04_01_13:09:41","LEM","10_28_02_12:31:00"
"A_LA_2681","LA",2681,"Katherine","Casse","Katherine","Casse",,,,"Female",,0,0,"Lugtown","P_JO_3540","Dalkeith","Edinburgh",,,,,,,,,,"LEM","07_04_01_13:19:59","jhm","07_17_01_15:26:50"
"A_LA_2689","LA",2689,"Margaret","Hewingston","Margaret","Hewingston",,,,"Female",,0,0,"Musselburgh","P_ST_967","Dalkeith","Edinburgh",,,,,,,,,,"LEM","07_09_01_10:52:22","jhm","11_13_02_14:09:50"
"A_LA_2690","LA",2690,"Margaret","Stevensoun","Margaret","Stevenson",,,,"Female",,0,0,"Newtoun","P_ST_1299","Dalkeith","Edinburgh",,,,,,"Widowed",,,,"LEM","07_09_01_12:46:58","jhm","12_06_02_12:20:47"
"A_LA_2691","LA",2691,"Elizabeth","Millar","Elizabeth","Miller",,,,"Female",,0,0,"Newtoun","P_ST_1299","Dalkeith","Edinburgh",,,,,,,,,,"LEM","07_09_01_13:00:50","LEM","10_28_02_12:06:19"
"A_LA_2692","LA",2692,"Grissel","Scot","Griselda","Scott",,,,"Female",,0,0,"Newtoun","P_ST_1299","Dalkeith","Edinburgh",,,,,,,,,,"LEM","07_09_01_13:03:03","jhm","12_06_02_12:21:09"
"A_LA_2693","LA",2693,"Jenet","Howie","Janet","Howie",,,,"Female",,0,0,,,,,,,,,,"Widowed",,,,"LEM","07_09_01_13:23:55","LEM","10_28_02_12:02:25"
"A_LA_2694","LA",2694,"Jenet","Umpherstoun","Janet","Umpherstoun",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","07_09_01_15:48:38","LEM","10_11_02_10:29:27"
"A_LA_2695","LA",2695,"Margaret","Browne","Margaret","Brown",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","07_09_01_15:51:18","LEM","07_09_01_15:51:37"
"A_LA_2696","LA",2696,"Margaret","Reid","Margaret","Reid",,,,,,0,0,"Gilmerton","P_ST_391","Edinburgh","Edinburgh",,,,,,,,,"also_recorded_as_Rid.","LEM","07_10_01_10:41:25","jhm","07_17_01_09:38:50"
"A_LA_2697","LA",2697,"Bessie","Davidsone","Elizabeth","Davidson",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","07_11_01_12:08:25","LEM","12_06_02_12:21:39"
"A_LA_2698","LA",2698,"Bessie","Dickson","Elizabeth","Dickson",,,,"Female",,0,0,,"P_ST_521","Haddington","Haddington",,,,,,,,,"from_Bolton_parish._Recorded_as_being_fugitive_in_7_1661.","LEM","07_11_01_12:12:21","LEM","10_09_02_15:18:34"
"A_LA_2699","LA",2699,"Elizabeth","Smyth","Elizabeth","Smith",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","07_11_01_12:14:13","LEM","10_09_02_15:17:35"
"A_LA_2726","LA",2726,"Katherine","Watson","Katherine","Watson",,,,"Female",,0,0,,,,,,,,,,,,,,"LEM","07_16_01_10:01:15","LEM","07_16_01_10:01:31"
